experiment,best_alpha,best_cv_score,train_size,test_size,test_accuracy,test_accuracy_pm1,test_precision,test_recall,test_f1,test_rmse,test_rmse_raw
0,239.5026619987486,0.9189339637756347,7326.0,1293.0,0.6519721577726219,0.9721577726218097,0.7203332731918742,0.6848748754341611,0.7005734014282015,0.6806347976447339,0.6328915911569297
BOOTSTRAP_CI,239.5026619987486,,,,"0.6520 [0.6265, 0.6798]","0.9722 [0.9637, 0.9807]","0.7203 [0.6940, 0.7472]","0.6849 [0.6533, 0.7180]","0.7006 [0.6718, 0.7297]","0.6806 [0.6384, 0.7241]",
