experiment,best_alpha,best_cv_score,train_size,test_size,test_accuracy,test_accuracy_pm1,test_precision,test_recall,test_f1,test_rmse,test_rmse_raw
0,342.359795760758,0.9086866736412048,7326.0,1293.0,0.6651198762567672,0.97138437741686,0.7144217874684695,0.6761336862153489,0.6901542867891308,0.6668599874382135,0.6009832789083277
BOOTSTRAP_CI,342.359795760758,,,,"0.6651 [0.6404, 0.6899]","0.9714 [0.9621, 0.9807]","0.7144 [0.6854, 0.7408]","0.6761 [0.6384, 0.7099]","0.6902 [0.6531, 0.7196]","0.6669 [0.6243, 0.7118]",
