experiment,best_alpha,best_cv_score,train_size,test_size,test_accuracy,test_accuracy_pm1,test_precision,test_recall,test_f1,test_rmse,test_rmse_raw
0,489.3900918477494,0.9012878656387329,7326.0,1293.0,0.6326372776488786,0.9721577726218097,0.6946382172917013,0.6435357451992602,0.6648693768236605,0.6919043516728901,0.643449163974981
BOOTSTRAP_CI,489.3900918477494,,,,"0.6326 [0.6087, 0.6605]","0.9722 [0.9629, 0.9807]","0.6946 [0.6606, 0.7242]","0.6435 [0.6090, 0.6796]","0.6649 [0.6294, 0.6965]","0.6919 [0.6510, 0.7353]",
