experiment,best_alpha,best_cv_score,train_size,test_size,test_accuracy,test_accuracy_pm1,test_precision,test_recall,test_f1,test_rmse,test_rmse_raw
0,212.61123338996555,0.924578869342804,7326.0,1293.0,0.6682134570765661,0.9760247486465584,0.7198997139754675,0.6786636156056496,0.6956598557031496,0.6569280967974722,0.6093584694209689
BOOTSTRAP_CI,212.61123338996555,,,,"0.6682 [0.6442, 0.6945]","0.9760 [0.9675, 0.9838]","0.7199 [0.6881, 0.7509]","0.6787 [0.6444, 0.7133]","0.6957 [0.6622, 0.7263]","0.6569 [0.6175, 0.6980]",
