experiment,best_alpha,best_cv_score,train_size,test_size,test_accuracy,test_accuracy_pm1,test_precision,test_recall,test_f1,test_rmse,test_rmse_raw
0,303.9195382313198,0.8949918270111084,7326.0,1293.0,0.6465583913379737,0.9783449342614076,0.6868632165952215,0.6376862455526956,0.6575528700091418,0.6680187372042746,0.622566923197955
BOOTSTRAP_CI,303.9195382313198,,,,"0.6466 [0.6210, 0.6705]","0.9783 [0.9698, 0.9861]","0.6869 [0.6565, 0.7176]","0.6377 [0.6008, 0.6730]","0.6576 [0.6210, 0.6887]","0.6680 [0.6286, 0.7123]",
