experiment,best_alpha,best_cv_score,train_size,test_size,test_accuracy,test_accuracy_pm1,test_precision,test_recall,test_f1,test_rmse,test_rmse_raw
0,303.9195382313198,0.8665223717689514,7326.0,1293.0,0.5638051044083526,0.9613302397525135,0.6038301393839371,0.5506665853188616,0.5685321765955006,0.7595741062546156,0.7208951782053666
BOOTSTRAP_CI,303.9195382313198,,,,"0.5638 [0.5390, 0.5916]","0.9613 [0.9505, 0.9714]","0.6038 [0.5618, 0.6421]","0.5507 [0.5095, 0.5896]","0.5685 [0.5258, 0.6048]","0.7596 [0.7252, 0.7968]",
