experiment,best_alpha,best_cv_score,train_size,test_size,test_accuracy,test_accuracy_pm1,test_precision,test_recall,test_f1,test_rmse,test_rmse_raw
0,342.359795760758,0.8962286472320556,7326.0,1293.0,0.6202629543696829,0.97138437741686,0.6781961862542644,0.6244271290084793,0.6448332732578839,0.7051901281092043,0.6366039242793972
BOOTSTRAP_CI,342.359795760758,,,,"0.6203 [0.5947, 0.6473]","0.9714 [0.9621, 0.9799]","0.6782 [0.6508, 0.7061]","0.6244 [0.5912, 0.6603]","0.6448 [0.6114, 0.6769]","0.7052 [0.6657, 0.7462]",
