experiment,best_alpha,best_cv_score,train_size,test_size,test_accuracy,test_accuracy_pm1,test_precision,test_recall,test_f1,test_rmse,test_rmse_raw
0,303.9195382313198,0.8876267433166504,7326.0,1293.0,0.625676720804331,0.9690641918020109,0.6900549983268721,0.6363044344403137,0.6568817667151866,0.7090182530917832,0.6554804786114753
BOOTSTRAP_CI,303.9195382313198,,,,"0.6257 [0.6009, 0.6535]","0.9691 [0.9598, 0.9783]","0.6901 [0.6628, 0.7192]","0.6363 [0.6019, 0.6712]","0.6569 [0.6225, 0.6879]","0.7090 [0.6674, 0.7504]",
