experiment,best_alpha,best_cv_score,train_size,test_size,test_accuracy,test_accuracy_pm1,test_precision,test_recall,test_f1,test_rmse,test_rmse_raw
0,269.7953640072999,0.899773895740509,7326.0,1293.0,0.642691415313225,0.9767981438515081,0.7171767606950993,0.6801727153282738,0.6943665572332721,0.6743562712027232,0.6130597874902932
BOOTSTRAP_CI,269.7953640072999,,,,"0.6427 [0.6172, 0.6682]","0.9768 [0.9690, 0.9845]","0.7172 [0.6922, 0.7432]","0.6802 [0.6541, 0.7067]","0.6944 [0.6681, 0.7193]","0.6744 [0.6317, 0.7145]",
