experiment,best_alpha,best_cv_score,train_size,test_size,test_accuracy,test_accuracy_pm1,test_precision,test_recall,test_f1,test_rmse,test_rmse_raw
0,303.9195382313198,0.8834415435791015,7326.0,1293.0,0.6125290023201856,0.9814385150812065,0.6950711323604363,0.6420808253752235,0.6616236355662786,0.6834696070708898,0.6412105210553019
BOOTSTRAP_CI,303.9195382313198,,,,"0.6125 [0.5870, 0.6388]","0.9814 [0.9745, 0.9884]","0.6951 [0.6688, 0.7222]","0.6421 [0.6086, 0.6753]","0.6616 [0.6313, 0.6910]","0.6835 [0.6456, 0.7220]",
