experiment,best_alpha,best_cv_score,train_size,test_size,test_accuracy,test_accuracy_pm1,test_precision,test_recall,test_f1,test_rmse,test_rmse_raw
0,342.359795760758,0.9052982926368713,7326.0,1293.0,0.6527455529775715,0.9775715390564579,0.7093420382892537,0.6543550069727291,0.6737836271628914,0.6622047124617104,0.602457223339216
BOOTSTRAP_CI,342.359795760758,,,,"0.6527 [0.6280, 0.6783]","0.9776 [0.9698, 0.9853]","0.7093 [0.6833, 0.7369]","0.6544 [0.6185, 0.6896]","0.6738 [0.6366, 0.7053]","0.6622 [0.6212, 0.7036]",
