experiment,best_alpha,best_cv_score,train_size,test_size,test_accuracy,test_accuracy_pm1,test_precision,test_recall,test_f1,test_rmse,test_rmse_raw
0,212.61123338996555,0.9037863492965699,7326.0,1293.0,0.6535189481825213,0.9752513534416086,0.7193775094075776,0.6849225383957868,0.6990156040558304,0.6639542656097224,0.6100624315175629
BOOTSTRAP_CI,212.61123338996555,,,,"0.6535 [0.6280, 0.6791]","0.9753 [0.9667, 0.9838]","0.7194 [0.6901, 0.7488]","0.6849 [0.6548, 0.7161]","0.6990 [0.6689, 0.7277]","0.6640 [0.6237, 0.7058]",
