experiment,best_alpha,best_cv_score,train_size,test_size,test_accuracy,test_accuracy_pm1,test_precision,test_recall,test_f1,test_rmse,test_rmse_raw
0,239.5026619987486,0.8685043454170227,7326.0,1293.0,0.5815931941221965,0.9729311678267595,0.6387019765768899,0.5948521596435058,0.6086290078646187,0.7187683889170552,0.6826163798096863
BOOTSTRAP_CI,239.5026619987486,,,,"0.5816 [0.5561, 0.6094]","0.9729 [0.9644, 0.9814]","0.6387 [0.6025, 0.6761]","0.5949 [0.5614, 0.6301]","0.6086 [0.5725, 0.6416]","0.7188 [0.6852, 0.7534]",
