experiment,best_alpha,best_cv_score,train_size,test_size,test_accuracy,test_accuracy_pm1,test_precision,test_recall,test_f1,test_rmse,test_rmse_raw
0,212.61123338996555,0.859499990940094,7326.0,1293.0,0.588553750966744,0.9621036349574633,0.6398430059920986,0.5990901482913376,0.6123986309292143,0.7363083855761526,0.7016037272550584
BOOTSTRAP_CI,212.61123338996555,,,,"0.5886 [0.5623, 0.6164]","0.9621 [0.9513, 0.9722]","0.6398 [0.6023, 0.6746]","0.5991 [0.5622, 0.6349]","0.6124 [0.5747, 0.6440]","0.7363 [0.6991, 0.7707]",
