experiment,best_alpha,best_cv_score,train_size,test_size,test_accuracy,test_accuracy_pm1,test_precision,test_recall,test_f1,test_rmse,test_rmse_raw
0,385.6620421163472,0.8758826851844788,7326.0,1293.0,0.5893271461716937,0.9682907965970611,0.6526535120529973,0.5945437318281902,0.6159431841058896,0.7331505080405127,0.6858224993955132
BOOTSTRAP_CI,385.6620421163472,,,,"0.5893 [0.5630, 0.6164]","0.9683 [0.9582, 0.9776]","0.6527 [0.6219, 0.6827]","0.5945 [0.5581, 0.6313]","0.6159 [0.5799, 0.6475]","0.7332 [0.6947, 0.7757]",
