experiment,best_alpha,best_cv_score,train_size,test_size,test_accuracy,test_accuracy_pm1,test_precision,test_recall,test_f1,test_rmse,test_rmse_raw
0,269.7953640072999,0.8978780508041382,7326.0,1293.0,0.6442382057231245,0.9775715390564579,0.7280380927862222,0.6834332587315913,0.7002004472943573,0.6685973589993783,0.6171245301391469
BOOTSTRAP_CI,269.7953640072999,,,,"0.6442 [0.6179, 0.6706]","0.9776 [0.9691, 0.9853]","0.7280 [0.7032, 0.7536]","0.6834 [0.6562, 0.7110]","0.7002 [0.6746, 0.7258]","0.6686 [0.6280, 0.7118]",
