experiment,best_alpha,best_cv_score,train_size,test_size,test_accuracy,test_accuracy_pm1,test_precision,test_recall,test_f1,test_rmse,test_rmse_raw
0,269.7953640072999,0.9057482123374939,7326.0,1293.0,0.6450116009280742,0.9760247486465584,0.7029627145957313,0.6357173353501143,0.6559877564112513,0.6743562712027232,0.627297636548684
BOOTSTRAP_CI,269.7953640072999,,,,"0.6450 [0.6203, 0.6705]","0.9760 [0.9675, 0.9845]","0.7030 [0.6776, 0.7297]","0.6357 [0.6008, 0.6714]","0.6560 [0.6178, 0.6887]","0.6744 [0.6317, 0.7161]",
