experiment,best_alpha,best_cv_score,train_size,test_size,test_accuracy,test_accuracy_pm1,test_precision,test_recall,test_f1,test_rmse,test_rmse_raw
0,342.359795760758,0.9244661450386047,7326.0,1293.0,0.6558391337973705,0.9690641918020109,0.7216287197191917,0.6950313915289574,0.7072388128968963,0.6846002440837543,0.6232213221553671
BOOTSTRAP_CI,342.359795760758,,,,"0.6558 [0.6311, 0.6829]","0.9691 [0.9598, 0.9783]","0.7216 [0.6959, 0.7491]","0.6950 [0.6658, 0.7274]","0.7072 [0.6793, 0.7356]","0.6846 [0.6378, 0.7289]",
