experiment,best_alpha,best_cv_score,train_size,test_size,test_accuracy,test_accuracy_pm1,test_precision,test_recall,test_f1,test_rmse,test_rmse_raw
0,239.5026619987486,0.9210922598838807,7326.0,1293.0,0.6511987625676721,0.9729311678267595,0.7046467288902887,0.6639421481727995,0.6813924816924425,0.6766461123292143,0.6238351696096768
BOOTSTRAP_CI,239.5026619987486,,,,"0.6512 [0.6257, 0.6775]","0.9729 [0.9644, 0.9815]","0.7046 [0.6771, 0.7323]","0.6639 [0.6304, 0.6992]","0.6814 [0.6487, 0.7119]","0.6766 [0.6348, 0.7172]",
