experiment,best_alpha,best_cv_score,train_size,test_size,test_accuracy,test_accuracy_pm1,test_precision,test_recall,test_f1,test_rmse,test_rmse_raw
0,239.50266199874858,0.9579897284507751,7326.0,1293.0,0.6473317865429234,0.9597834493426141,0.6988420806437076,0.6777568508568039,0.6862272622596459,0.7133680991304012,0.6542742597173105
BOOTSTRAP_CI,239.50266199874858,,,,"0.6473 [0.6226, 0.6736]","0.9598 [0.9497, 0.9706]","0.6988 [0.6718, 0.7276]","0.6778 [0.6471, 0.7103]","0.6862 [0.6561, 0.7160]","0.7134 [0.6651, 0.7596]",
