experiment,best_alpha,best_cv_score,train_size,test_size,test_accuracy,test_accuracy_pm1,test_precision,test_recall,test_f1,test_rmse,test_rmse_raw
0,303.9195382313198,0.8926727294921875,7326.0,1293.0,0.6450116009280742,0.9721577726218097,0.7008951821679252,0.6587052618636251,0.6740283529783515,0.6800664177563381,0.6274784062382207
BOOTSTRAP_CI,303.9195382313198,,,,"0.6450 [0.6195, 0.6698]","0.9722 [0.9637, 0.9814]","0.7009 [0.6743, 0.7298]","0.6587 [0.6278, 0.6911]","0.6740 [0.6444, 0.7025]","0.6801 [0.6402, 0.7247]",
