experiment,best_alpha,best_cv_score,train_size,test_size,test_accuracy,test_accuracy_pm1,test_precision,test_recall,test_f1,test_rmse,test_rmse_raw
0,167.54749189233408,0.8785333752632141,7326.0,1293.0,0.6078886310904872,0.9667440061871616,0.6797294558504419,0.6318425047930937,0.6497359898741029,0.715533105926428,0.6683068117109949
BOOTSTRAP_CI,167.54749189233408,,,,"0.6079 [0.5831, 0.6357]","0.9667 [0.9567, 0.9768]","0.6797 [0.6486, 0.7097]","0.6318 [0.5990, 0.6655]","0.6497 [0.6186, 0.6789]","0.7155 [0.6749, 0.7580]",
