experiment,best_alpha,best_cv_score,train_size,test_size,test_accuracy,test_accuracy_pm1,test_precision,test_recall,test_f1,test_rmse,test_rmse_raw
0,269.7953640072999,0.8948418140411377,7326.0,1293.0,0.6295436968290796,0.9659706109822119,0.6981109444472653,0.6392244767130745,0.6607673907714998,0.7046415553866563,0.6391881553398123
BOOTSTRAP_CI,269.7953640072999,,,,"0.6295 [0.6040, 0.6566]","0.9660 [0.9567, 0.9753]","0.6981 [0.6709, 0.7280]","0.6392 [0.6019, 0.6747]","0.6608 [0.6258, 0.6935]","0.7046 [0.6634, 0.7462]",
