experiment,best_alpha,best_cv_score,train_size,test_size,test_accuracy,test_accuracy_pm1,test_precision,test_recall,test_f1,test_rmse,test_rmse_raw
0,269.7953640072999,0.8868500232696533,7326.0,1293.0,0.6040216550657386,0.9698375870069605,0.669751373223727,0.623979690737556,0.6423981579382619,0.717152571836405,0.6625728953941931
BOOTSTRAP_CI,269.7953640072999,,,,"0.6040 [0.5792, 0.6326]","0.9698 [0.9598, 0.9799]","0.6698 [0.6359, 0.6986]","0.6240 [0.5893, 0.6558]","0.6424 [0.6086, 0.6697]","0.7172 [0.6761, 0.7575]",
