experiment,best_alpha,best_cv_score,train_size,test_size,test_accuracy,test_accuracy_pm1,test_precision,test_recall,test_f1,test_rmse,test_rmse_raw
0,385.6620421163472,0.9143404960632324,7326.0,1293.0,0.654292343387471,0.9767981438515081,0.707510783500679,0.6574721242140054,0.6776856550198815,0.665699220696701,0.61394493977263
BOOTSTRAP_CI,385.6620421163472,,,,"0.6543 [0.6288, 0.6798]","0.9768 [0.9683, 0.9845]","0.7075 [0.6791, 0.7341]","0.6575 [0.6224, 0.6923]","0.6777 [0.6429, 0.7073]","0.6657 [0.6262, 0.7074]",
