experiment,best_alpha,best_cv_score,train_size,test_size,test_accuracy,test_accuracy_pm1,test_precision,test_recall,test_f1,test_rmse,test_rmse_raw
0,303.9195382313198,0.9042081713676453,7326.0,1293.0,0.6419180201082754,0.9737045630317092,0.7054547136138494,0.6632296206445026,0.6801202123582853,0.6902256487910553,0.6403246384787757
BOOTSTRAP_CI,303.9195382313198,,,,"0.6419 [0.6164, 0.6682]","0.9737 [0.9652, 0.9822]","0.7055 [0.6778, 0.7335]","0.6632 [0.6370, 0.6916]","0.6801 [0.6531, 0.7061]","0.6902 [0.6456, 0.7326]",
