experiment,best_alpha,best_cv_score,train_size,test_size,test_accuracy,test_accuracy_pm1,test_precision,test_recall,test_f1,test_rmse,test_rmse_raw
0,212.61123338996555,0.8565350294113159,7326.0,1293.0,0.5661252900232019,0.9528228924980665,0.6449494237158464,0.587182638490547,0.6052899804087063,0.7741971866624421,0.7222201294338846
BOOTSTRAP_CI,212.61123338996555,,,,"0.5661 [0.5406, 0.5948]","0.9528 [0.9420, 0.9644]","0.6449 [0.6101, 0.6762]","0.5872 [0.5512, 0.6210]","0.6053 [0.5692, 0.6346]","0.7742 [0.7337, 0.8132]",
